1.922906e-008 2.998041e+000 -1.136213e+002
1.945266e-008 -1.073793e+002 -1.007635e+002
1.967625e-008 -1.447820e+002 -5.996879e+001
1.989984e-008 -1.323276e+002 -1.071763e+001
2.012344e-008 -9.133169e+001 3.252877e+001
2.034703e-008 -3.975271e+001 6.084116e+001
2.057062e-008 8.803961e+000 7.064102e+001
2.079422e-008 4.548190e+001 6.291809e+001
2.101781e-008 6.600294e+001 4.200951e+001
2.124141e-008 7.002679e+001 1.414638e+001
2.146500e-008 6.018313e+001 -1.401326e+001
2.168859e-008 4.094036e+001 -3.666467e+001
2.191219e-008 1.747496e+001 -4.979347e+001
2.213578e-008 -5.317104e+000 -5.167694e+001
2.235937e-008 -2.356285e+001 -4.292836e+001
2.258297e-008 -3.485196e+001 -2.613260e+001
2.280656e-008 -3.836605e+001 -5.177982e+000
2.303016e-008 -3.473355e+001 1.557366e+001
2.325375e-008 -2.567978e+001 3.212442e+001
2.347734e-008 -1.356037e+001 4.154297e+001
2.370094e-008 -8.702802e-001 4.242385e+001
2.392453e-008 1.019007e+001 3.504308e+001
2.414812e-008 1.803104e+001 2.120454e+001
2.437172e-008 2.183963e+001 3.823790e+000
2.459531e-008 2.159118e+001 -1.366249e+001
2.481891e-008 1.792859e+001 -2.794889e+001
2.504250e-008 1.194958e+001 -3.645830e+001
2.526609e-008 4.951879e+000 -3.778157e+001
2.548969e-008 -1.813952e+000 -3.188972e+001
2.571328e-008 -7.342811e+000 -2.009058e+001
2.593687e-008 -1.099788e+001 -4.747072e+000
2.616047e-008 -1.254866e+001 1.118485e+001
2.638406e-008 -1.213153e+001 2.471131e+001
2.660766e-008 -1.015338e+001 3.334773e+001
2.683125e-008 -7.166298e+000 3.556133e+001
2.705484e-008 -3.742801e+000 3.103276e+001
2.727844e-008 -3.760146e-001 2.069409e+001
2.750203e-008 2.579387e+000 6.540361e+000
2.772562e-008 4.921203e+000 -8.748225e+000
2.794922e-008 6.575099e+000 -2.230360e+001
2.817281e-008 7.546051e+000 -3.159659e+001
2.839641e-008 7.864619e+000 -3.489868e+001
