0.000000e+000 7.546051e+000 -3.159659e+001
2.235937e-010 6.575099e+000 -2.230360e+001
4.471875e-010 4.921203e+000 -8.748225e+000
6.707812e-010 2.579387e+000 6.540361e+000
8.943750e-010 -3.760146e-001 2.069409e+001
1.117969e-009 -3.742801e+000 3.103276e+001
1.341562e-009 -7.166298e+000 3.556133e+001
1.565156e-009 -1.015338e+001 3.334773e+001
1.788750e-009 -1.213153e+001 2.471131e+001
2.012344e-009 -1.254866e+001 1.118485e+001
2.235937e-009 -1.099788e+001 -4.747072e+000
2.459531e-009 -7.342811e+000 -2.009058e+001
2.683125e-009 -1.813952e+000 -3.188972e+001
2.906719e-009 4.951879e+000 -3.778157e+001
3.130312e-009 1.194958e+001 -3.645830e+001
3.353906e-009 1.792859e+001 -2.794889e+001
3.577500e-009 2.159118e+001 -1.366249e+001
3.801094e-009 2.183963e+001 3.823790e+000
4.024687e-009 1.803104e+001 2.120454e+001
4.248281e-009 1.019007e+001 3.504308e+001
4.471875e-009 -8.702802e-001 4.242385e+001
4.695469e-009 -1.356037e+001 4.154297e+001
4.919062e-009 -2.567978e+001 3.212442e+001
5.142656e-009 -3.473355e+001 1.557366e+001
5.366250e-009 -3.836605e+001 -5.177982e+000
5.589844e-009 -3.485196e+001 -2.613260e+001
5.813437e-009 -2.356285e+001 -4.292836e+001
6.037031e-009 -5.317104e+000 -5.167694e+001
6.260625e-009 1.747496e+001 -4.979347e+001
6.484219e-009 4.094036e+001 -3.666467e+001
6.707812e-009 6.018313e+001 -1.401326e+001
6.931406e-009 7.002679e+001 1.414638e+001
7.155000e-009 6.600294e+001 4.200951e+001
7.378594e-009 4.548190e+001 6.291809e+001
7.602187e-009 8.803961e+000 7.064102e+001
7.825781e-009 -3.975271e+001 6.084116e+001
8.049375e-009 -9.133169e+001 3.252877e+001
8.272969e-009 -1.323276e+002 -1.071763e+001
8.496562e-009 -1.447820e+002 -5.996879e+001
8.720156e-009 -1.073793e+002 -1.007635e+002
8.943750e-009 2.998041e+000 -1.136213e+002
9.167344e-009 2.092733e+002 -7.525552e+001
9.390937e-009 5.319225e+002 3.960045e+001
9.614531e-009 9.867020e+002 2.559266e+002
9.838125e-009 1.582614e+003 5.959490e+002
1.006172e-008 2.320360e+003 1.076749e+003
1.028531e-008 3.191498e+003 1.708228e+003
1.050891e-008 4.178440e+003 2.491676e+003
1.073250e-008 5.255338e+003 3.419113e+003
1.095609e-008 6.389815e+003 4.473503e+003
1.117969e-008 7.545380e+003 5.629806e+003
1.140328e-008 8.684289e+003 6.856760e+003
1.162687e-008 9.770552e+003 8.119181e+003
1.185047e-008 1.077276e+004 9.380504e+003
1.207406e-008 1.166642e+004 1.060529e+004
1.229766e-008 1.243551e+004 1.176140e+004
1.252125e-008 1.307315e+004 1.282163e+004
1.274484e-008 1.358123e+004 1.376466e+004
1.296844e-008 1.396909e+004 1.457523e+004
1.319203e-008 1.425143e+004 1.524367e+004
1.341562e-008 1.444573e+004 1.576488e+004
1.363922e-008 1.456937e+004 1.613697e+004
1.386281e-008 1.463702e+004 1.635986e+004
1.408641e-008 1.465843e+004 1.643407e+004
1.431000e-008 1.463702e+004 1.635986e+004
1.453359e-008 1.456937e+004 1.613697e+004
1.475719e-008 1.444573e+004 1.576488e+004
1.498078e-008 1.425143e+004 1.524367e+004
1.520437e-008 1.396909e+004 1.457523e+004
1.542797e-008 1.358123e+004 1.376466e+004
1.565156e-008 1.307315e+004 1.282163e+004
1.587516e-008 1.243551e+004 1.176140e+004
1.609875e-008 1.166642e+004 1.060529e+004
1.632234e-008 1.077276e+004 9.380504e+003
1.654594e-008 9.770552e+003 8.119181e+003
1.676953e-008 8.684289e+003 6.856760e+003
1.699312e-008 7.545380e+003 5.629806e+003
1.721672e-008 6.389815e+003 4.473503e+003
1.744031e-008 5.255338e+003 3.419113e+003
1.766391e-008 4.178440e+003 2.491676e+003
1.788750e-008 3.191498e+003 1.708228e+003
1.811109e-008 2.320360e+003 1.076749e+003
1.833469e-008 1.582614e+003 5.959490e+002
1.855828e-008 9.867020e+002 2.559266e+002
1.878187e-008 5.319225e+002 3.960045e+001
1.900547e-008 2.092733e+002 -7.525552e+001
