0.000000e+00  3.68863668e+02 
3.804687e-01  3.73236919e+02 
7.609375e-01  3.87459621e+02 
1.141406e+00  4.14068028e+02 
1.521875e+00  4.55310469e+02 
1.902344e+00  5.11836584e+02 
2.282812e+00  5.82922199e+02 
2.663281e+00  6.68250682e+02 
3.043750e+00  7.70050947e+02 
3.424219e+00  8.93944309e+02 
3.804687e+00  1.04759166e+03 
4.185156e+00  1.23777172e+03 
4.565625e+00  1.46786219e+03 
4.946094e+00  1.73784479e+03 
5.326562e+00  2.04759672e+03 
5.707031e+00  2.40201982e+03 
6.087500e+00  2.81481675e+03 
6.467969e+00  3.30767518e+03 
6.848437e+00  3.90360651e+03 
7.228906e+00  4.61634242e+03 
7.609375e+00  5.44033367e+03 
7.989844e+00  6.34642641e+03 
8.370312e+00  7.28614881e+03 
8.750781e+00  8.20361690e+03 
9.131250e+00  9.05031745e+03 
9.511719e+00  9.79644965e+03 
9.892187e+00  1.04340432e+04 
1.027266e+01  1.09710270e+04 
1.065312e+01  1.14197895e+04 
1.103359e+01  1.17862767e+04 
1.141406e+01  1.20650114e+04 
1.179453e+01  1.22419733e+04 
1.217500e+01  1.23029347e+04 
1.255547e+01  1.22419733e+04 
1.293594e+01  1.20650114e+04 
1.331641e+01  1.17862767e+04 
1.369687e+01  1.14197895e+04 
1.407734e+01  1.09710270e+04 
1.445781e+01  1.04340432e+04 
1.483828e+01  9.79644965e+03 
1.521875e+01  9.05031745e+03 
1.559922e+01  8.20361690e+03 
1.597969e+01  7.28614881e+03 
1.636016e+01  6.34642641e+03 
1.674062e+01  5.44033367e+03 
1.712109e+01  4.61634242e+03 
1.750156e+01  3.90360651e+03 
1.788203e+01  3.30767518e+03 
1.826250e+01  2.81481675e+03 
1.864297e+01  2.40201982e+03 
1.902344e+01  2.04759672e+03 
1.940391e+01  1.73784479e+03 
1.978437e+01  1.46786219e+03 
2.016484e+01  1.23777172e+03 
2.054531e+01  1.04759166e+03 
2.092578e+01  8.93944309e+02 
2.130625e+01  7.70050947e+02 
2.168672e+01  6.68250682e+02 
2.206719e+01  5.82922199e+02 
2.244766e+01  5.11836584e+02 
2.282812e+01  4.55310469e+02 
2.320859e+01  4.14068028e+02 
2.358906e+01  3.87459621e+02 
2.396953e+01  3.73236919e+02 
2.435000e+01  3.68863668e+02 
