0.000000e+00  3.23217792e+01 
3.804687e-01  2.21021145e+01 
7.609375e-01  -1.34891989e+00 
1.141406e+00  -2.12429481e+01 
1.521875e+00  -2.25296337e+01 
1.902344e+00  -2.18345296e+00 
2.282812e+00  2.85229604e+01 
2.663281e+00  5.16099614e+01 
3.043750e+00  5.51817904e+01 
3.424219e+00  4.30450756e+01 
3.804687e+00  3.44295067e+01 
4.185156e+00  5.33120375e+01 
4.565625e+00  1.13904365e+02 
4.946094e+00  2.12242367e+02 
5.326562e+00  3.31023723e+02 
5.707031e+00  4.57071696e+02 
6.087500e+00  6.02434360e+02 
6.467969e+00  8.16248818e+02 
6.848437e+00  1.17788862e+03 
7.228906e+00  1.77124357e+03 
7.609375e+00  2.65036823e+03 
7.989844e+00  3.81238708e+03 
8.370312e+00  5.19105183e+03 
8.750781e+00  6.67471015e+03 
9.131250e+00  8.14064431e+03 
9.511719e+00  9.49002727e+03 
9.892187e+00  1.06681897e+04 
1.027266e+01  1.16631062e+04 
1.065312e+01  1.24863851e+04 
1.103359e+01  1.31493581e+04 
1.141406e+01  1.36477720e+04 
1.179453e+01  1.39620208e+04 
1.217500e+01  1.40699599e+04 
1.255547e+01  1.39620208e+04 
1.293594e+01  1.36477720e+04 
1.331641e+01  1.31493581e+04 
1.369687e+01  1.24863851e+04 
1.407734e+01  1.16631062e+04 
1.445781e+01  1.06681897e+04 
1.483828e+01  9.49002727e+03 
1.521875e+01  8.14064431e+03 
1.559922e+01  6.67471015e+03 
1.597969e+01  5.19105183e+03 
1.636016e+01  3.81238708e+03 
1.674062e+01  2.65036823e+03 
1.712109e+01  1.77124357e+03 
1.750156e+01  1.17788862e+03 
1.788203e+01  8.16248818e+02 
1.826250e+01  6.02434360e+02 
1.864297e+01  4.57071696e+02 
1.902344e+01  3.31023723e+02 
1.940391e+01  2.12242367e+02 
1.978437e+01  1.13904365e+02 
2.016484e+01  5.33120375e+01 
2.054531e+01  3.44295067e+01 
2.092578e+01  4.30450756e+01 
2.130625e+01  5.51817904e+01 
2.168672e+01  5.16099614e+01 
2.206719e+01  2.85229604e+01 
2.244766e+01  -2.18345296e+00 
2.282812e+01  -2.25296337e+01 
2.320859e+01  -2.12429481e+01 
2.358906e+01  -1.34891989e+00 
2.396953e+01  2.21021145e+01 
2.435000e+01  3.23217792e+01 
