1.1040e+00	-6.6487e-01
1.1044e+00	-6.8083e-01
1.1047e+00	-6.9740e-01
1.1050e+00	-7.1454e-01
1.1053e+00	-7.3223e-01
1.1056e+00	-7.5039e-01
1.1059e+00	-7.6895e-01
1.1062e+00	-7.8780e-01
1.1066e+00	-8.0680e-01
1.1069e+00	-8.2571e-01
1.1072e+00	-8.4423e-01
1.1075e+00	-8.6190e-01
1.1078e+00	-8.7801e-01
1.1081e+00	-8.9155e-01
1.1085e+00	-9.0112e-01
1.1088e+00	-9.0524e-01
1.1091e+00	-9.0302e-01
1.1094e+00	-8.9473e-01
1.1097e+00	-8.8160e-01
1.1100e+00	-8.6504e-01
1.1103e+00	-8.4622e-01
1.1107e+00	-8.2596e-01
1.1110e+00	-8.0484e-01
1.1113e+00	-7.8323e-01
1.1116e+00	-7.6141e-01
1.1119e+00	-7.3960e-01
1.1122e+00	-7.1795e-01
1.1126e+00	-6.9657e-01
1.1129e+00	-6.7557e-01
1.1132e+00	-6.5501e-01
1.1135e+00	-6.3497e-01
1.1138e+00	-6.1549e-01
1.1141e+00	-5.9660e-01
1.1144e+00	-5.7834e-01
1.1148e+00	-5.6073e-01
1.1151e+00	-5.4378e-01
1.1154e+00	-5.2751e-01
1.1157e+00	-5.1191e-01
1.1160e+00	-4.9698e-01
1.1163e+00	-4.8273e-01
1.1167e+00	-4.6914e-01
1.1170e+00	-4.5621e-01
1.1173e+00	-4.4392e-01
1.1176e+00	-4.3226e-01
1.1179e+00	-4.2122e-01
1.1182e+00	-4.1077e-01
1.1186e+00	-4.0091e-01
1.1189e+00	-3.9162e-01
1.1192e+00	-3.8288e-01
1.1195e+00	-3.7468e-01
1.1198e+00	-3.6699e-01
1.1201e+00	-3.5982e-01
1.1204e+00	-3.5313e-01
1.1208e+00	-3.4692e-01
1.1211e+00	-3.4118e-01
1.1214e+00	-3.3588e-01
1.1217e+00	-3.3103e-01
1.1220e+00	-3.2661e-01
1.1223e+00	-3.2261e-01
1.1227e+00	-3.1903e-01
1.1230e+00	-3.1586e-01
1.1233e+00	-3.1309e-01
1.1236e+00	-3.1071e-01
1.1239e+00	-3.0874e-01
1.1242e+00	-3.0716e-01
1.1245e+00	-3.0597e-01
1.1249e+00	-3.0519e-01
1.1252e+00	-3.0480e-01
1.1255e+00	-3.0483e-01
1.1258e+00	-3.0526e-01
1.1261e+00	-3.0612e-01
1.1264e+00	-3.0742e-01
1.1268e+00	-3.0916e-01
1.1271e+00	-3.1136e-01
1.1274e+00	-3.1405e-01
1.1277e+00	-3.1724e-01
1.1280e+00	-3.2096e-01
1.1283e+00	-3.2524e-01
1.1286e+00	-3.3010e-01
1.1290e+00	-3.3559e-01
1.1293e+00	-3.4174e-01
1.1296e+00	-3.4860e-01
1.1299e+00	-3.5621e-01
1.1302e+00	-3.6464e-01
1.1305e+00	-3.7395e-01
1.1309e+00	-3.8420e-01
1.1312e+00	-3.9548e-01
1.1315e+00	-4.0786e-01
1.1318e+00	-4.2144e-01
1.1321e+00	-4.3633e-01
1.1324e+00	-4.5263e-01
1.1327e+00	-4.7046e-01
1.1331e+00	-4.8996e-01
1.1334e+00	-5.1126e-01
1.1337e+00	-5.3451e-01
1.1340e+00	-5.5985e-01
1.1343e+00	-5.8743e-01
1.1346e+00	-6.1741e-01
1.1350e+00	-6.4991e-01
1.1353e+00	-6.8507e-01
1.1356e+00	-7.2296e-01
1.1359e+00	-7.6365e-01
1.1362e+00	-8.0712e-01
1.1365e+00	-8.5333e-01
1.1369e+00	-9.0211e-01
1.1372e+00	-9.5323e-01
1.1375e+00	-9.9300e-01
1.1378e+00	-9.3868e-01
1.1381e+00	-8.8281e-01
