1.1040e+00	-6.6955e-01
1.1044e+00	-6.8551e-01
1.1047e+00	-7.0208e-01
1.1050e+00	-7.1923e-01
1.1053e+00	-7.3691e-01
1.1056e+00	-7.5507e-01
1.1059e+00	-7.7364e-01
1.1062e+00	-7.9249e-01
1.1066e+00	-8.1149e-01
1.1069e+00	-8.3040e-01
1.1072e+00	-8.4892e-01
1.1075e+00	-8.6659e-01
1.1078e+00	-8.8271e-01
1.1081e+00	-8.9624e-01
1.1085e+00	-9.0581e-01
1.1088e+00	-9.0994e-01
1.1091e+00	-9.0772e-01
1.1094e+00	-8.9943e-01
1.1097e+00	-8.8630e-01
1.1100e+00	-8.6975e-01
1.1103e+00	-8.5093e-01
1.1107e+00	-8.3068e-01
1.1110e+00	-8.0955e-01
1.1113e+00	-7.8794e-01
1.1116e+00	-7.6613e-01
1.1119e+00	-7.4432e-01
1.1122e+00	-7.2267e-01
1.1126e+00	-7.0130e-01
1.1129e+00	-6.8030e-01
1.1132e+00	-6.5975e-01
1.1135e+00	-6.3971e-01
1.1138e+00	-6.2023e-01
1.1141e+00	-6.0134e-01
1.1144e+00	-5.8309e-01
1.1148e+00	-5.6548e-01
1.1151e+00	-5.4854e-01
1.1154e+00	-5.3226e-01
1.1157e+00	-5.1667e-01
1.1160e+00	-5.0175e-01
1.1163e+00	-4.8750e-01
1.1167e+00	-4.7392e-01
1.1170e+00	-4.6099e-01
1.1173e+00	-4.4870e-01
1.1176e+00	-4.3705e-01
1.1179e+00	-4.2601e-01
1.1182e+00	-4.1557e-01
1.1186e+00	-4.0571e-01
1.1189e+00	-3.9643e-01
1.1192e+00	-3.8769e-01
1.1195e+00	-3.7949e-01
1.1198e+00	-3.7182e-01
1.1201e+00	-3.6465e-01
1.1204e+00	-3.5797e-01
1.1208e+00	-3.5176e-01
1.1211e+00	-3.4602e-01
1.1214e+00	-3.4074e-01
1.1217e+00	-3.3589e-01
1.1220e+00	-3.3148e-01
1.1223e+00	-3.2749e-01
1.1227e+00	-3.2391e-01
1.1230e+00	-3.2075e-01
1.1233e+00	-3.1798e-01
1.1236e+00	-3.1562e-01
1.1239e+00	-3.1365e-01
1.1242e+00	-3.1208e-01
1.1245e+00	-3.1090e-01
1.1249e+00	-3.1012e-01
1.1252e+00	-3.0975e-01
1.1255e+00	-3.0978e-01
1.1258e+00	-3.1023e-01
1.1261e+00	-3.1109e-01
1.1264e+00	-3.1240e-01
1.1268e+00	-3.1415e-01
1.1271e+00	-3.1636e-01
1.1274e+00	-3.1906e-01
1.1277e+00	-3.2226e-01
1.1280e+00	-3.2599e-01
1.1283e+00	-3.3028e-01
1.1286e+00	-3.3516e-01
1.1290e+00	-3.4065e-01
1.1293e+00	-3.4682e-01
1.1296e+00	-3.5369e-01
1.1299e+00	-3.6131e-01
1.1302e+00	-3.6976e-01
1.1305e+00	-3.7908e-01
1.1309e+00	-3.8934e-01
1.1312e+00	-4.0063e-01
1.1315e+00	-4.1303e-01
1.1318e+00	-4.2663e-01
1.1321e+00	-4.4153e-01
1.1324e+00	-4.5784e-01
1.1327e+00	-4.7569e-01
1.1331e+00	-4.9520e-01
1.1334e+00	-5.1652e-01
1.1337e+00	-5.3978e-01
1.1340e+00	-5.6514e-01
1.1343e+00	-5.9274e-01
1.1346e+00	-6.2273e-01
1.1350e+00	-6.5525e-01
1.1353e+00	-6.9043e-01
1.1356e+00	-7.2834e-01
1.1359e+00	-7.6904e-01
1.1362e+00	-8.1254e-01
1.1365e+00	-8.5877e-01
1.1369e+00	-9.0757e-01
1.1372e+00	-9.5870e-01
1.1375e+00	-9.9850e-01
1.1378e+00	-9.4420e-01
1.1381e+00	-8.8836e-01
1.1384e+00	-8.3196e-01
1.1387e+00	-7.7563e-01
1.1391e+00	-7.1999e-01
1.1394e+00	-6.6564e-01
1.1397e+00	-6.1312e-01
1.1400e+00	-5.6289e-01
1.1403e+00	-5.1531e-01
1.1406e+00	-4.7065e-01
1.1410e+00	-4.2906e-01
1.1413e+00	-3.9061e-01
1.1416e+00	-3.5528e-01
1.1419e+00	-3.2297e-01
1.1422e+00	-2.9357e-01
1.1425e+00	-2.6689e-01
1.1428e+00	-2.4277e-01
1.1432e+00	-2.2098e-01
1.1435e+00	-2.0134e-01
1.1438e+00	-1.8366e-01
1.1441e+00	-1.6773e-01
1.1444e+00	-1.5340e-01
1.1447e+00	-1.4050e-01
1.1451e+00	-1.2887e-01
1.1454e+00	-1.1839e-01
