1.1040e+00	4.6826e-03
1.1044e+00	4.6832e-03
1.1047e+00	4.6838e-03
1.1050e+00	4.6845e-03
1.1053e+00	4.6852e-03
1.1056e+00	4.6861e-03
1.1059e+00	4.6870e-03
1.1062e+00	4.6880e-03
1.1066e+00	4.6891e-03
1.1069e+00	4.6902e-03
1.1072e+00	4.6915e-03
1.1075e+00	4.6928e-03
1.1078e+00	4.6942e-03
1.1081e+00	4.6957e-03
1.1085e+00	4.6973e-03
1.1088e+00	4.6989e-03
1.1091e+00	4.7007e-03
1.1094e+00	4.7025e-03
1.1097e+00	4.7045e-03
1.1100e+00	4.7065e-03
1.1103e+00	4.7086e-03
1.1107e+00	4.7108e-03
1.1110e+00	4.7131e-03
1.1113e+00	4.7155e-03
1.1116e+00	4.7180e-03
1.1119e+00	4.7206e-03
1.1122e+00	4.7233e-03
1.1126e+00	4.7261e-03
1.1129e+00	4.7290e-03
1.1132e+00	4.7320e-03
1.1135e+00	4.7351e-03
1.1138e+00	4.7384e-03
1.1141e+00	4.7417e-03
1.1144e+00	4.7452e-03
1.1148e+00	4.7487e-03
1.1151e+00	4.7524e-03
1.1154e+00	4.7562e-03
1.1157e+00	4.7601e-03
1.1160e+00	4.7642e-03
1.1163e+00	4.7683e-03
1.1167e+00	4.7726e-03
1.1170e+00	4.7770e-03
1.1173e+00	4.7816e-03
1.1176e+00	4.7862e-03
1.1179e+00	4.7911e-03
1.1182e+00	4.7960e-03
1.1186e+00	4.8011e-03
1.1189e+00	4.8063e-03
1.1192e+00	4.8117e-03
1.1195e+00	4.8172e-03
1.1198e+00	4.8229e-03
1.1201e+00	4.8287e-03
1.1204e+00	4.8347e-03
1.1208e+00	4.8408e-03
1.1211e+00	4.8471e-03
1.1214e+00	4.8535e-03
1.1217e+00	4.8601e-03
1.1220e+00	4.8669e-03
1.1223e+00	4.8739e-03
1.1227e+00	4.8810e-03
1.1230e+00	4.8883e-03
1.1233e+00	4.8958e-03
1.1236e+00	4.9035e-03
1.1239e+00	4.9113e-03
1.1242e+00	4.9194e-03
1.1245e+00	4.9277e-03
1.1249e+00	4.9361e-03
1.1252e+00	4.9448e-03
1.1255e+00	4.9536e-03
1.1258e+00	4.9627e-03
1.1261e+00	4.9720e-03
1.1264e+00	4.9815e-03
1.1268e+00	4.9912e-03
1.1271e+00	5.0012e-03
1.1274e+00	5.0114e-03
1.1277e+00	5.0219e-03
1.1280e+00	5.0325e-03
1.1283e+00	5.0435e-03
1.1286e+00	5.0547e-03
1.1290e+00	5.0661e-03
1.1293e+00	5.0779e-03
1.1296e+00	5.0899e-03
1.1299e+00	5.1021e-03
1.1302e+00	5.1147e-03
1.1305e+00	5.1276e-03
1.1309e+00	5.1407e-03
1.1312e+00	5.1542e-03
